course_code,course_title,course_description
MUSC 161,Individual Lessons: One Hour,"One hour of individual instrumental or vocal instruction. Repertory, technique, and performance practice. A minimum of nine hours per week of individual practice is required. Concurrent enrollment in an ensemble in the lesson instrument or voice is required. Students are billed a course fee of $650. Admission by audition with the instructor prior to first class meeting. Enrollment priority given to music majors and minors."
MUSC 161A,Individual Lessons: Half Hour,"One-half hour of individual instrumental or vocal instruction, intended for upper-division students. Repertory, technique, and performance practice. A minimum of six hours per week of individual practice is required. Concurrent enrollment in an ensemble in the lesson instrument or voice is required.  Admission by audition with the instructor prior to first class meeting. Enrollment priority given to music majors and minors."
MUSC 161B,Group Instrumental & Vocal Lessons,"Group instruction in instrumental or vocal techniques, including group and individual performance experience. A minimum of six hours per week of individual practice is required. Intended for upper-division students. Admission by audition with the instructor prior to first class meeting."
MUSC 162,Advanced Individual Lessons: One Hour,"One hour of individual instruction for advanced students. Study of repertory, technique, and performance practice. A minimum of 18 hours per week of individual practice and at least one 30-minute recital are required. May be taken three times for credit. Concurrent enrollment in an ensemble in the lesson instrument or voice is required. Students are billed a course fee of $650. Admission by juried audition."
MUSC 163,Early Music Band,"Performance of a variety of early Western traditionsâso-called âbaroque ân rollââculminating in at least one concert. A broad range of instruments for student use available, including lutes, early guitars, viols (bowed strings), early flutes, baroque violins, harpsichord, organ, and incorporation of folk and/or âmodernâ instruments. Admission is by audition with instructor prior to first class meeting. Contact instructor prior to first class meeting."
MUSC 164,Jazz Combos,Instruction in combo performance and techniques of the jazz idiom. The class forms several ensembles that prepare a specific repertory for public performance. Admission is by audition with instructor. Contact instructor prior to first day of classes to audition.
MUSC 165,Chamber Music Workshop,"A study of selected works for various small combinations of instruments, culminating in one or more public concerts. Admission by audition with instructor prior to first class meeting."
MUSC 166,Chamber Singers,"The study of selected works for small vocal ensemble from the 15th through 20th centuries, with performances on and off campus throughout the academic year. Students must have demonstrated vocal and music reading skills. Admission by audition with instructor prior to first class meeting."
MUSC 167,Workshop in Electronic Music,"Continuing studio work in electronic music. Students carry out individual projects, meeting in weekly seminar to share problems and discoveries. Relevant advanced topics are covered, including new developments in the art."
MUSC 167R,Recording Workshop,Seminar in modern studio recording. Students learn aspects of recording from pre-production through mastering and distribution. Weekly recording sessions give students hands-on experience in running recording sessions and working with musicians. Admission by interview with instructor prior to first class meeting. Enrollment is restricted to music majors.
MUSC 168,Experimental Music Ensemble,"A study of selected works for various small combinations of instruments and voice, culminating in one or more public concerts. Admission by audition with instructor. Contact instructor prior to first class meeting."
MUSC 180D,Music of Insular Southeast Asia,"Comparative studies of selected music cultures focusing on the cosmology, music rituals, and organology of varied cultures in Malaysia, Indonesia, Papua New Guinea, and the Philippines. Introduction to ethnomusicology field research and transcription, and hands-on ensemble workshops."
MUSC 192,Directed Student Teaching,Teaching of a lower-division seminar under faculty supervision. (See course 42.) Upper-division standing and a proposal supported by a music faculty member willing to supervise required.
MUSC 195A,Senior Thesis,"Preparation of senior thesis over one or two quarters. If taken as a multiple-term course, the grade and evaluation submitted for the final quarter applies to the previous quarter. Students submit petition to sponsoring agency."
MUSC 195B,Senior Thesis,"Preparation of senior thesis over one or two quarters. If taken as a multiple-term course, the grade and evaluation submitted for the final quarter applies to the previous quarter. Students submit petition to sponsoring agency."
MUSC 196A,Senior Recital Preparation (without individual lessons),Prerequisite(s): juried audition or approved composition portfolio. Students submit petition to sponsoring agency.
MUSC 196B,Senior Recital Preparation (with individual lessons),Students are billed a course fee of $650. Prerequisite(s): juried audition.
MUSC 199,Tutorial,A program of directed study arranged with a department faculty member. Students submit petition to sponsoring agency.
MUSC 199F,Tutorial,A program of directed study arranged with a department faculty member. Class time is proportionally less than a five-credit course. Students submit petition to sponsoring agency.
PHYS 80U,Physics and Psychophysics of Music,"Fundamental theory of vibration, sound waves, sound propagation, diffraction, and interference. Free, coupled, and driven oscillations. Resonance phenomena and modes of oscillation. Fourier's theorem. Anatomy and psychophysics of the ear. Musical scales and intervals. Nature of plucked and bowed strings; guitar, violin, piano. Woodwind and brass instruments. Architectural acoustics. High school algebra and basic knowledge of musical notation recommended."
OAKS 1,Academic Literacy and Ethos: Communicating Diversity for a Just Society,"Teaches foundational concepts for intellectual exploration and personal development within an academic community: analysis, critical thinking, metacognition, engagement with others across difference, and self-efficacy. The Oakes core course considers the intersections between reading, personal and social identities, and social justice."
OAKS 1A,Introduction to University Life and Learning,"Orientation to and exploration of the nature of the liberal arts, and of learning at research universities. Topics include: academic planning for upper-division coursework; enrollment processes; and understanding pathways to degree completion; UCSC resources that support health and well-being strategies for academic success; the cultivation of just communities; the prevention of sexual harassment and violence; campus conduct policies; awareness of risks associated with drug and/or alcohol use; and an introduction to traditions of community-engaged learning, ground-breaking research, and interdisciplinary thinking that define a UC Santa Cruz degree. This course can be taken for Pass/No Pass grading only."
OAKS 3L,Precalculus Academy Lab,"Students use worksheets designed to help them solve problems by thinking critically, and participate in answering project-based questions relevant to the themes of their college core courses."
OAKS 10,Academic Success,"Provides opportunity to assess and revise methods of and purposes in studying. Critical, effective approaches to reading, writing, participating in lectures and sections, taking exams, balancing competing responsibilities, and utilizing campus resources explored. Enrollment by permission of college adviser."
OAKS 11,Foundation of Leadership,"Teaches leadership skills to create effective teams, and motivates individuals to communicate effectively with teammates with different styles. Enrollment is restricted to first-year and sophomore college members and by permission of instructor."
OAKS 20,STEM Success,"Introduces students to critical, effective approaches to success in entry-level science, technology, engineering, and mathematics courses. Covers effective strategies for STEM prereqs, time management, goal setting, test-taking, and productive study habits. Builds community for underrepresented and first-gen. Oakes students in STEM fields. Students in other colleges may request a permission code from the instructor."
OAKS 26,Navigating the University From a Black Critical Lens,"Explores critical engagement in education within the U.S. research university context. Introduces sociohistorical perspectives on how new students (frosh and transfer) can navigate the opportunities and challenges of the institution's academic life from a critical race and decolonial theoretical lens. Provides strategies to define goals, develop an action-oriented plan toward academic, career, and civic-oriented outcomes, and examine and build students' own social and cultural capital."
OAKS 30,Thesis Writing and Editing,"Substantial writing and revision for a piece of writing relevant to a student's field. Focuses on academic research, documentation, editing, and revision. Enrollment restricted to junior and senior college members. Enrollment by permission of instructor."
OAKS 46,Multiracial Visibility Project,"The purpose of the class is to bring visibility to multiracial and multicultural populations on college campuses. Students explore readings and other course content to understand the experiences of multiracial people. They explore different ways to advocate for multiracial people who may not have space or a voice in research or in popular cultural outlets (e.g., mainstream media). The goal is to raise awareness of multiracial people by elevating multiracial students' voices and experiences."
OAKS 47,Building an Inner Sanctuary,"Through experiential methodologies of self-leadership and mind-body practices, this course encourages students to discover and flex those internal resources which enhance resilience, foster psycho-emotional and community-building skills, and affirm their cultural dignity. Enrollment is by application and permission of the instructor. First-pass enrollment is restricted to Oakes students. Second-pass enrollment open to all students."
OAKS 48,"Slugs Speak: Our Stories, Our Selves","Students learn about the power of story to make change through this Storytelling for Justice project. Students practice developing personal life stories, learn to create and facilitate community space, and participate in a community storytelling event focused on intersectional identities."
OAKS 60,Oakes Literary Journal: Further Reflections on a Diverse Society,"For publication in an Oakes College literary journal, students significantly refine an essay from the fall quarter Oakes College core course. Course work includes consideration of a substantive text that engages core course themes and promotes the focus of the essay."
OAKS 67,The Politics of Food: Labor and Social Justice,"Engages the themes of Oakes College (respect for diversity and social justice) and the interests of UCSC's Center for Agroecology and Sustainable Food Systems. Topics include the racial politics of food, farm labor, organic farming, and activism."
OAKS 70,Diverse Voices in Contemporary American Women's Poetry,"Students examine issues in the work of contemporary American women poets representing a range of cultural, sexual, socioeconomic, and ideological identities. Discussion focuses on theories of poetics as well as poetry analysis and interpretation within the context of social and cultural identity. Students create a portfolio of their own poetry in response to weekly prompts."
OAKS 72,Building the Strength to Love and Dream: Oakes Oral History Project,"Students study the founding and development of Oakes College through oral history. Students immerse themselves in thorough background research and build skills necessary to conduct oral histories with previous Oakes affiliates, revising pieces suitable for publication."
OAKS 73B,Oakes College Mentoring: Service Learning Practicum,"Mentors introduce first-year students to campus resources, provide them with academic support, share academic successes and difficulties, and offer guidance on college adjustment. Enrollment is restricted to College members. Please apply to be a mentor or a mentee online on the Oakes College Mentoring website."
OAKS 74,Oakes Core Assistant Seminar,"Oakes Core Assistants (CA) participate in a pedagogy course while embedded as assistants in Oakes Core classes. They gain an educatorâs perspective on key social justice concepts explored in the Core Course, reflect on this knowledge in seminar assignments, and apply what they have learned in the classroom to their mentorship of students. CAs gain leadership skills, learn strategies to mentor and support first-year students, and create a research project culminating in an essay evaluating and synthesizing their classroom observations, mentorship, and pedagogical research. CAs attend Core classes and plenaries; observe pedagogical practices; write reflective journals documenting their observations; and discuss, develop and explore a pedagogical lens of their choosing for their research. Enrollment is restricted to sophomore, junior, and senior Oakes students by permission of the instructor."
OAKS 75,Oakes Student Development and Leadership Theory,"Overview of theories, methods, applications, skills, and special topics focusing on college student development and leadership. Uses a variety of learning modes including lecture, discussion, case studies, small group interaction, and presentations. Interview only: see Oakes coordinator for residential education during spring enrollment period. Enrollment restricted to Oakes College members."
OAKS 76,Social Geography and Justice in Santa Cruz,"Explores how social identities, life practices, and power are reflected and shaped by the spaces and places we live in. Combines local history and contemporary research with placements in the community focusing on justice for children, youth, and families; topics vary by year and seek to build on the understanding and community relationships advanced through winter quarter research."
OAKS 93,Field Study,"Supervised off-campus study conducted under the immediate and direct guidance of a faculty supervisor. To be used primarily by lower-division students doing part-time off-campus study. Prerequisite(s): approval of student's adviser, certification of adequate preparation, approval of provost."
OAKS 94F,Group Tutorial,A program of independent study arranged between a group of students and a faculty instructor. Students submit petition to sponsoring agency.
OAKS 95,Directed Reading,Directed reading on selected topics in literature. Students submit petition to sponsoring agency.
OAKS 99,Tutorial,Individual study for lower-division students directed by a fellow of Oakes. Students submit petition to sponsoring agency.
OAKS 99F,Independent Study,Independent study on various topics to be arranged between student and instructor. Students submit petition to sponsoring agency.
OAKS 134,Diasporic Central Americans,"Engages literature and culture from multiple generations of diasporic Central Americans in the U.S. whose work inspires conversations on politics and identity. Through course materials and oral history projects, examines the (in)visibility of this emergent Latinx group. Focus on oral history, aesthetics, poetics, and projects of representation."
OAKS 150,Queer History and Theory in the United States,"Gives students a broad overview of the historical and social construction of queer identities in the United States. Through assigned readings and archival research, students contribute to the project of documenting queer history in the present. Students also examine how queer theory addresses the meanings that U.S. politics and culture have placed on sexual orientation over time."
OAKS 151B,Community Literacies Field Study,"Field study for Corre la Voz interns. Intensive on-site training and participation in team teaching of dual-language  (Spanish English) students (4th-5th grade). Literacies include social-emotional, expressive (artistic/dramatic), collaborative problem-solving, academic, and use of digital tools as well as traditional tools. Enrollment by interview only, and successful application to the Corre la Voz program. Concurrent enrollment in OAKS 151A is required during the first quarter after which OAKS 151B may be repeated by itself."
OAKS 152,Transformative Literacies,Combines a seminar on critical inquiry into different theories and practices of transformative literacy work with community-service placement or a creative project to assist a local organization in its mission communicating internally and externally.
OAKS 153,Community Mapping,"Students study the theories and methods of community mapping, and work in research teams to design and conduct social-research projects. Emphasizes research questions that focus on assets and capacities, as well as on participatory-action research for justice."
OAKS 155,Research for Social Justice: Special Topics,"Examines how social science research informs advocacy and advances social justice issues. Students analyze quantitative and qualitative data and use evidence-based findings to create a final advocacy project. Students will strengthen skills for developing research questions, interpreting qualitative and quantitative data, articulating research findings, and effectively communicating research for advocacy and public outreach. Relevant for students interested in careers in advocacy, policy, and nonprofit work."
OAKS 167,"Food Systems: Culture, Social Justice, Sustainability","Examines the complexities of food systems with special attention to labor practices, food access, and food production. Students consider the nature of culture in advancing problematic notions of food options and sustainability. A service-learning project is required."
OAKS 185,Tracing Health,"Firsthand experience with the global pandemic of COVID-19. Students train as certified contact tracers in partnership with the Public Health Institute's Tracing Health Program and work as bilingual contact tracers as part of the field study. Teaches essential skills in helping members of marginalized communities stay safe and prevent further spread of SARS-COV-2. Trainings emphasize public health protocols and cultural/linguistic competency in promoting positive health behaviors related to COVID-19. Introduces students to theories of public health, health disparities, and effective strategies for community-based health interventions. Students must be bilingual and culturally competent in English and Spanish, Mandarin, Cantonese, Tagalog, or an indigenous language of Mexico or Central America. Interview required for acceptance in the class. Contact oakscara@ucsc.edu for instructions on applying."
OAKS 188B,Legal Field Practice: Professional Skills and Ethics,"Offers placement, standards, and support during on-site experiential training in professional skills and ethics for students working in the legal field or with legal information to empower under-served communities."
OAKS 189,Websites for Social Movements,"In this fast-paced course, students learn a full framework for building digital campaigns and robust website designs for social movement organizations. The first half focuses on learning the framework, including communication strategy, working with stakeholders, and developing a proposal, In the second half, students apply the framework to a project with a community partner associated with the course. Final projects deliver a website, social media campaign, or email strategy to support the partnerâs goals. Lab-based, hands-on course with minimal homework requirements. (Formerly Building Websites for Social Change.)"
OAKS 192,Directed Student Teaching,Teaching a lower-division seminar under faculty supervision. (See course 42.) Prerequisite(s): upper-division standing in Oakes; a proposal supported by a faculty member willing to supervise.
OAKS 193,Field Study,"Supervised off-campus study conducted under the immediate and direct guidance of a faculty supervisor. To be used primarily by upper-division students doing part-time off-campus study. Prerequisite(s): approval of student's adviser, certification of adequate preparation, approval of provost. If taking two or more such courses in any one quarter, must obtain approval of academic adviser."
OAKS 195,Senior Thesis,Senior thesis related to college-sponsored individual majors. Students submit petition to sponsoring agency. Sponsoring faculty must be member of individual major committee.
OAKS 198,Independent Field Study,"College-sponsored individual study programs off campus for which faculty supervision is not in person (e.g., supervision is by correspondence). Up to three such courses may be taken for credit in any one quarter. Prerequisite(s): approval of the student's adviser, certification of adequate preparation, and approval by provost."
OAKS 199,Tutorial,Individual study for junior and senior members of Oakes College directed by a fellow of Oakes. Students submit petition to sponsoring agency.
OAKS 199F,Tutorial,Independent study on various topics to be arranged between student and instructor. Students submit petition to sponsoring agency.
THEA 56D,Rainbow Theater Cultural Studies,Introduction to multicultural theater and multicultural plays that aims to bring cultural awareness to all students interested in theater discipline. Students are required to read and critically analyze contemporary plays of color with emphasis on race and culture in contemporary American society. (Formerly OAKS 80H.)
OCEA 1,The Oceans,"An interdisciplinary introduction to oceanography focusing on biological, chemical, geological, and physical processes. Covers topics such as origins and structure of planet Earth and its oceans, co-evolution of Earth and life, plate tectonics, liquid water and the hydrologic and hydrothermal cycles, salinity and elemental cycles, ocean circulation, primary production and nutrient cycles, plankton and nekton, life on the sea floor, near shore and estuarine communities, future environmental problems our oceans face. Students may also enroll in and receive credit for EART 1 ."
OCEA 80A,Life in the Sea,"The ecology of plants and animals in oceans and coastal areas. Consideration of life in various marine habitats, including the open ocean, rocky shores, estuaries, and the sea. Includes field trips. High school biology and chemistry courses are recommended prior to taking this course."
OCEA 80B,Our Changing Planet,"Interdisciplinary scientific perspective on Earth system, focusing on human impacts on global environment. Introduces concepts of Earth system science and explores topics such as global warming, ozone depletion, pollution, deforestation, and future climate change. Prerequisite(s): high school chemistry course recommended."
OCEA 90,Fundamentals of Climate,"Quantitative introduction to climate comprising five modules: atmosphere-ocean circulation, atmospheric teleconnections, El-Nino Southern Oscillation, the Pacific Decadal Oscillation, and global warming. Hands-on statistical methods are applied to real-world observations to develop a quantitative understanding of climate."
OCEA 100,Physical Oceanography,"Introduces physical aspects of the ocean including both descriptive representations of ocean properties and dynamical processes that govern ocean circulation. Topics include measurement methods, the equation of state, the equations of motion, geostrophy, atmospheric forcing, Ekman transport, gyre circulation, western boundary currents, the global circulation, and surface gravity waves."
OCEA 101,The Marine Environment,"An introduction to the marine environment stressing the interaction of physical, chemical, geological, and biological factors in the ocean. Provides the oceanographic background needed for studies in marine biology. Students taking the prerequisite math courses concurrently may enroll in the course with permission from instructor."
OCEA 102,"Oceans and Climate: Past, Present, and Future","An introduction to Earth's environment, particularly its oceanic and climatic components. Emphasizes interactions between chemical, physical, biological, and geological processes, and fundamentals of past, present, and future global environmental change. Provides backgrounds for specialized courses in oceanic or climatic change."
OCEA 111,Climate Dynamics,"Applies fundamental physical principles to the atmosphere, cryosphere, and land surface to interpret their observed properties. Interactions between the different components of the climate system, and their role in shaping Earth's climate, are also examined."
OCEA 115,"Antarctic Ecology, Geology, History, and Policy","Introduces Antarctica and the Southern Ocean. During the quarter students examine the natural, scientific, and anthropogenic complexities of these icy environments. Covers topics related to the geologic origins, fossil record, and climate, ecosystem, and anthropogenic dynamics of the frozen continent and its surrounding ocean. Students learn about Antarcticaâs unique terrestrial and marine ecology, endemic wildlife, discovery and human history, anthropogenic impacts, and the continentâs international agreements on fisheries and environmental protection."
OCEA 118,Marine Microbial Ecology,"The study of marine bacteria and their role in the marine ecosystem. Emphasis on biochemistry and physiology in relation to metabolic activity and elemental cycles, trophic interactions, and flows of material and energy in marine food webs. Students cannot receive credit for this course and Ocean Sciences 218."
OCEA 120,Aquatic Chemistry: Principles and Applications,"An integrated study of the chemical behavior of natural waters with an emphasis on both principles and applications. Topics include chemical equilibrium, kinetics, acids/bases, oxidation/reduction, complexation, solid dissolution and precipitation, and reactions on solid surfaces."
OCEA 121,Aqueous Geochemistry,Explores the geochemistry of the water-solid interface in the environment. Topics include: the composition of natural particles in the environment; the use of chemical equilibria and kinetics to assess the reactivity at the particle-water interface; and applications to environmental and oceanographic problems.
OCEA 122,Chemical Oceanography,"Provides a chemical description of the sea. Emphasizes the chemical interactions of the ocean with the biosphere, atmosphere, and lithosphere. Topics include biochemical cycles and the use of chemical tracers to study oceanic and coastal processes. Students may not receive credit for this course and OCEA 220 ."
OCEA 124,Aquatic Organic Geochemistry,Introduction to organic geochemistry with emphasis on aquatic environments. Explores how non-living organic matter shapes biogeochemical cycles by carrying and sequestering reduced carbon and major nutrients and examines influence of chemical structure and environmental factors on transport and fate of organic molecules. Provides an introduction to organic biomarkers. Students cannot receive credit for this course and course 224.
OCEA 130,Biological Oceanography,"Biological description of the sea,  with emphasis on processes and patterns. Topics include microbial dynamics, phytoplankton and zooplankton production, and ecology of marine food webs. Emphasis placed on understanding how physical, chemical, and geological environment shapes biology and ecology of oceans, including such topics as harmful algal blooms, global estimates of productivity, and effects of humans on environment. Students cannot receive credit for this course and Ocean Sciences 230."
OCEA 141,Dynamics of Marine Ecosystems,"Overview of physical-biogeochemical interactions in the ocean and their impact on marine ecosystems, with a special focus on the California Current and other important marine biomes. Lectures introduce the fundamental processes occurring at regional (e.g., upwelling dynamics) and basin (e.g., El NiÃ±o events) scales, and describe how their interplay shapes the seasonal, interannual, and long-term response of marine ecosystems worldwide."
OCEA 158,The Ecology and Conservation of Marine Megafauna,"The systematics, physiology, ecology, behavior, and conservation of marine birds and mammals, with emphasis on the fauna and issues of the Monterey Bay area. Field trips enable students to observe unique local species in their native habitats and learn current research techniques. Formerly offered as The Ecology and Conservation of Marine Birds and Mammals."
OCEA 165,Marine Population Dynamics,"Examines classic ecological models of population dynamics and growth with case studies from the marine environment. Topics include exponential and logistic growth, density dependence, age and stage structure, discrete vs. continuous time, metapopulation models, coexistence, and the dynamics of interacting populations. Case studies are drawn from biological oceanography, fisheries stock assessments, endangered species management, and more. This course focuses on theory and mathematical underpinnings of these dynamical models; it does not go into detail on how to fit them to data."
OCEA 199,Tutorial,Students submit petition to sponsoring agency.
OCEA 199F,Tutorial,"Introduction to research in laboratory, field, or theoretical subjects as an independent study. May not be counted toward upper-division major requirements. Students submit petition to sponsoring agency."
PBS 101,Cal Teach: Pedagogy for Learning Assistants,Supports and prepares learning assistants (LAs) for success in active classrooms. Helps LAs integrate learning theory and effective practices to facilitate thinking and learning when students work in small groups on conceptual problems. Prerequisite(s): Successful completion of the course or equivalent in which the student will serve as an LA. Concurrent participation as an LA for a University STEM course is required. Enrollment is by application via the online form and a follow-up interview for selected applicants
PBS 102A,Cal Teach: Advanced Pedagogy for Learning Assistants,"Advanced learning assistants (LAs) continue to explore learning theory and practical strategies for engaging students in thinking and learning.  Prerequisite(s): PBS 101 . Enrollment is by application and by permission of instructor and is restricted to sophomores, juniors, and seniors."
PBS 102B,Cal Teach: Advanced Pedagogy for Learning Assistants,"Advanced learning assistants (LAs) explore learning theory and practical strategies for engaging students in thinking and learning. Returning LAs in this course take on an advanced project involving one or more of the following: mentoring of new LAs, data collecting, research into teaching/learning, and/or the development of learning activities. Prerequisite(s): PBS 101 . Enrollment is by permission following application and is restricted to sophomores, juniors, and seniors."
PBS 182,ACE Program Service Learning,"Students participate in training and development to co-facilitate collaborative learning in ACE active learning sessions and final exam review sessions. Students are role models for students pursuing science- and math-intensive majors. Prerequisite(s): Prior participation in ACE; good academic standing; no non-passing grades in prior quarter. Enrollment is restricted to sophomores, juniors, and seniors."
PBS 198,Summer Undergraduate Research in Science and Technology,"Provides research experiences in STEM disciplines. Enrollment in the course requires students to be selected to the URST program or similar from PBSci. The course provides space for students to conduct research in STEM following a research proposal.  Course is offered for Pass/No pass grading only. Enrollment is by permission of the instructor. Students must be selected to URST (Undergraduate Research in Science and Technology Award) or similar. Once these conditions are met, students should obtain final permission from the instructor."
PBS 199,Summer Research Experience in Science,"Provides research experiences and mentorship in STEM disciplines. Enrollment in the course requires students to be participating in a research-oriented training program at UCSC such as MARC, CAMP, CAMINO, UC LEADS, and others. The course emphasizes research skills, scientific communication, and professional development, including presenting research findings and preparing for graduate school. Students either complete a research project in a mentor’s laboratory or participate in the PBSci Summer Research Institute. Students gain tools to advance their academic and professional goals. Course is offered for Pass/No pass grading only. Enrollment is by permission of the instructor. Students must have arrangements with a faculty mentor who will sponsor their summer research or be participating in the Summer Research Institute organized by the STEM Diversity Program team. Once these conditions are met, students should obtain final permission of the instructor."
PHIL 7,Elementary Logic,Introduction to the critical tools and elementary formal methods for evaluating arguments with an emphasis on sentential logic and its applications. Students may not receive credit for this course and PHIL 9 . PHIL 7 is intended for non-majors and does not fulfill a major requirement for philosophy majors. PHIL 9 is the introductory course that fulfills the requirement for majors.
PHIL 8,Information and Illusion,"Introduces critical tools for assessing and assimilating information. Topics include echo chambers, misleading statistics, the Bias Blind Spot, degrees of confidence, epistemic injustice, polarization; credibility and distrust; epistemic blame; base rates, relativism, p-values, and biased samples. Readings are drawn from philosophy, social psychology, behavioral economics, and statistics. (Formerly Reason, Logic, and the Idols of Thought.)"
PHIL 9,Introductory Symbolic Logic,"A first course in symbolic deductive logic. Major topics include (but are not limited to) the study of systems of sentential logic and predicate logic, including formal deduction, semantics, and translation from natural to symbolic languages. Formerly Introduction to Logic. Students may not receive credit for this course and PHIL 7 ."
PHIL 11,Introduction to Philosophy,"An introduction to the main areas of philosophy through critical reflection on and analysis of both classical and contemporary texts. Focuses on central and enduring problems in philosophy such as skepticism about the external world, the mind-body problem, and the nature of morality."
PHIL 12,Philosophy and Film,Explores the philosophy of film through the viewing and discussionof several philosophically interesting films. Examines both the aesthetics of film and a variety of philosophical issues that particular films raise.
PHIL 13,Eastern Philosophy,"Covers perspectives of Eastern philosophy; specifically, Hinduism, Jainism, Buddhism, Daoism, and Confucianism. Includes views concerning the nature of ultimate reality, personal identity, morality, the afterlife, god(s), and the problem of evil."
PHIL 15,"Technology, Knowledge, and Human Life","Provides a clearer understanding of what technology is how it relates to knowledge and human life. Students read and discuss texts by Plato, Aristotle, Husserl, and Heidegger."
PHIL 17,Feminist Philosophy,"Introduction to feminist philosophy. The topics may include (but are not limited to) oppression, normalization, discrimination, objectification, misogyny, androcentrism, patriarchy, the sex-gender distinction, sexed embodiment, gendered labor, and the relationships between sexism, racism, homophobia, and transphobia."
PHIL 22,Introduction to Ethical Theory,A consideration of ethical issues and theories focusing on the foundation of moral value and the principles governing character and behavior. Designed to extend and develop the student's abilities in philosophical reasoning about ethics.
PHIL 23,Philosophy of Cognitive Science,"Explores the philosophical issues that arise in cognitive science, particularly issues concerning the nature of minds. Students consider the idea that the mind is a digital computer,  then analyze alternatives, such as connectionism and dynamics."
PHIL 24,Introduction to Ethics: Contemporary Moral Issues,"An examination of the conceptual and moral issues that arise in connection with a variety of specific ethical issues. Topics vary according to the interests of the instructor, but among those commonly discussed are:  abortion, war and violence, euthanasia, world hunger, human rights, and animal rights. The readings are typically drawn from recent philosophical articles on these topics, but earlier sources (important in the history of philosophy) can be considered as well."
PHIL 26,Existentialism and After,"A survey of recent movements in European thought, such as phenomenology, existentialism, hermeneutics, critical theory, continental feminism, and poststructuralism, with some attention to their 19th-century precursors. Selections from major philosophical treatises are supplemented with literary works."
PHIL 27,Business Ethics,"Examination of the ethical issues that arise in connection with a variety of specific business contexts. Common topics include: advertising, environmental harm, employee-employer relationships, finance, capitalism, market failure, government regulation, work-life balance, and consumer rights."
PHIL 28,Environmental Ethics,"This course is an introduction to the moral issues raised by our interactions with nonhuman animals and with the rest of the natural environment.  The course will relate traditional moral theories to contemporary literature on the ethics of nature conservation and environmental protection.  The course is intended as a first course in philosophy as well as a first course in ethics; therefore, questions concerning the nature of philosophical inquiry and the ways in which philosophical inquiry is different from inquiries conducted within other disciplines will also be addressed."
PHIL 30S,Introductory Topics in Value Theory,"Examines some aspect of the nature of goodness or value. Topics vary each quarter and may include themes in aesthetics, ethics, and social and political philosophy."
PHIL 31S,Introductory Topics in Metaphysics and Epistemology,"Examines the nature of knowledge and the fundamental structure and nature of reality. Topics vary each quarter and may include nominalism, metaphysical realism, and the ontological analysis of concrete particulars, problems of modality and persistence through time, the problem of other minds, the nature of justification and knowledge, skepticism of the external world, the nature and limits of human rationality, and the problem of induction."
PHIL 32S,Introductory Topics in the Philosophy of Mind,"Examines the nature of mind. Topics vary each quarter and may include the relation between mind and matter, the nature of consciousness, artificial intelligence, animal consciousness and intelligence, and the relation between thought and language."
PHIL 33S,Introductory Topics in the Philosophy of Science,"Examines the nature of science. Topics vary each quarter and may include realism, instrumentalism, confirmation, explanation, space and time, and rational decision making."
PHIL 34S,Introductory Topics in the Philosophy of Language,"Examines the nature of language. Topics vary each quarter and may include theories of meaning, representation, reference and truth."
PHIL 35S,Introductory Topics in the History of Philosophy,"Examines historical philosophical texts. Topics vary each quarter and focus on some major philosophical period, figure, or work in the history of philosophy."
PHIL 36S,Introductory Topics in Philosophy and Contemporary Culture,"Examines aesthetic, ethical, and/or political aspects of contemporary culture. Topics vary each quarter and may include the philosophy of film, music and other genres of popular culture and may consider issues such as authenticity, rebellion, identity, and politics."
PHIL 80C,Philosophy of Sex and Love,"What is the nature of love? Is marriage a means of social control? Does pornography empower or oppress women? How is gender constructed? This course provides a systematic investigation of the development of Western philosophical perspectives on gender and sexuality from Ancient Greece to the 21st century. Topics include love, marriage, sexual perversion, promiscuity and monogamy, pornography, feminism, and sexual morality. Aims to promote critical reflection with regard to the ethical, political,and social implications for contemporary society."
PHIL 80M,Science and Society,"Focuses on the urgent ethical and political issues raised by data science and society, building on consideration of foundational issues in moral philosophy and a technical understanding of advances in machine learning. Topics include: algorithmic bias and discrimination, predictive policing, self-driving cars, consent to data collection, surveillance and privacy rights, democracy and free speech online, attentional modification, technology and disability, and the singularity. Each unit pairs readings from philosophical and legal scholarship with case studies documented in scientific articles, news stories, and podcasts. (Formerly Philosophical Foundations of Science Studies.)"
PHIL 80S,The Nature of Science,A survey of what philosophers have said about the nature of science and scientific change. Emphasis is placed on whether science is best characterized as the gradual accumulation of truth or whether truth is irrelevant to scientific change.
PHIL 99,Tutorial,Description not found
PHIL 100A,Ancient Greek Philosophy,"Survey of ancient Greek philosophy of the Classical and Hellenistic periods. Begins with Socrates and the pre-Socratics, then undertakes an intensive study of Plato and Aristotle. Course then surveys the main developments that follow: Epicureanism, Stoicism, and Skepticism."
PHIL 100B,The Rationalists,"A study of the historical background and the present relevance of Descartes, Spinoza, and Leibniz."
PHIL 100C,The Empiricists,"A critical study (based on original texts) of Locke, Berkeley, and especially Hume on the nature of knowledge, perception, causation, morality, religion, and political society."
PHIL 106,Kant,"Intensive study of Kant's philosophy, particularly his epistemology and metaphysics developed in his Critique of Pure Reason."
PHIL 107,Nineteenth-Century Philosophy,"A study of some European philosophers of the 19th century, with particular attention to Hegel, Schopenhauer, and Nietzsche. (Formerly course 108.)"
